"recordID","month","day","year","period","plot","species","sex","age","reprod","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","note5","date","tagunique","group"
57072,3,13,2013,415,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,39,56,"000448",NA,"000447",NA,NA,NA,NA,2013-03-13,"000448_0,000447_0",1
57073,3,13,2013,415,17,"DM","F",NA,NA,NA,NA,NA,"E",NA,34,44,"000509",NA,"000508",NA,NA,NA,NA,2013-03-13,"000509_0,000508_0",2
57074,3,13,2013,415,17,"DM","M","J",NA,"M",NA,NA,NA,NA,34,29,"001180","*","001173","*",NA,NA,NA,2013-03-13,"001180_0,001173_0",3
57075,3,13,2013,415,17,"DM","F","J",NA,NA,NA,NA,NA,NA,32,20,"001193","*","001178","*",NA,NA,NA,2013-03-13,"001193_0,001178_0",4
57076,3,13,2013,415,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,41,"000620",NA,"000619",NA,NA,NA,NA,2013-03-13,"000620_0,000619_0",5
57078,3,13,2013,415,17,"DM","M","J",NA,NA,NA,NA,NA,NA,35,25,"001172","*","001181","*",NA,NA,NA,2013-03-13,"001172_0,001181_0",6
57079,3,13,2013,415,17,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,49,"000266",NA,"000404",NA,NA,NA,NA,2013-03-13,"000266_0,000404_0",7
57114,3,14,2013,415,4,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,42,"000565",NA,"000585",NA,NA,NA,NA,2013-03-14,"000565_0,000585_0",8
57116,3,14,2013,415,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,42,"000566",NA,"001174",NA,NA,"000567",NA,2013-03-14,"000566_0,001174_0,000567_0",9
57117,3,14,2013,415,4,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,39,"001036",NA,"001037",NA,NA,NA,NA,2013-03-14,"001036_0,001037_0",10
57122,3,14,2013,415,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,45,"000527",NA,"000528",NA,NA,NA,NA,2013-03-14,"000527_0,000528_0",11
57124,3,14,2013,415,11,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,47,"000572",NA,"001040",NA,NA,"000571",NA,2013-03-14,"000572_0,001040_0,000571_0",12
57125,3,14,2013,415,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,49,"001099",NA,"000474",NA,NA,NA,NA,2013-03-14,"001099_0,000474_0",13
57126,3,14,2013,415,11,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,47,"001155","*","001165","*",NA,NA,NA,2013-03-14,"001155_0,001165_0",14
57127,3,14,2013,415,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,51,"000253",NA,"000252",NA,NA,NA,NA,2013-03-14,"000253_0,000252_0",15
57128,3,14,2013,415,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,45,"001041",NA,"001042",NA,NA,NA,NA,2013-03-14,"001041_0,001042_0",16
57151,3,14,2013,415,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,49,"001353",NA,"001749",NA,"000673","000672, 001237, 001498, 001575, 001511, 001629",NA,2013-03-14,"001353_0,001749_0,000673_0,000672_0,001237_0,001498_0,001575_0,001511_0,001629_0",17
57152,3,14,2013,415,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,46,"000180",NA,"000181",NA,NA,NA,NA,2013-03-14,"000180_0,000181_0",18
57153,3,14,2013,415,14,"DM","F",NA,NA,NA,"S",NA,"B",NA,37,44,"000604",NA,"000451",NA,NA,NA,NA,2013-03-14,"000604_0,000451_0",19
57154,3,14,2013,415,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"001195",NA,"001185",NA,NA,NA,NA,2013-03-14,"001195_0,001185_0",20
57222,4,13,2013,416,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,37,46,"001096",NA,"001097",NA,NA,NA,NA,2013-04-13,"001096_0,001097_0",21
57223,4,13,2013,416,17,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,43,"000620",NA,"000619",NA,NA,NA,NA,2013-04-13,"000620_0,000619_0",5
57224,4,13,2013,416,17,"DM","M",NA,NA,"M",NA,NA,NA,NA,35,36,"001303","*","001305","*",NA,NA,NA,2013-04-13,"001303_0,001305_0",22
57226,4,13,2013,416,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,32,26,"001193",NA,"001178",NA,NA,NA,NA,2013-04-13,"001193_0,001178_0",4
57227,4,13,2013,416,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,45,"000266",NA,"000404",NA,NA,NA,NA,2013-04-13,"000266_0,000404_0",7
57228,4,13,2013,416,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,34,35,"001412","*","001306","*","001304",NA,NA,2013-04-13,"001412_0,001306_0,001304_0",23
57230,4,13,2013,416,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,52,"000509",NA,"000508",NA,NA,NA,NA,2013-04-13,"000509_0,000508_0",2
57231,4,13,2013,416,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,38,"001308","*","001307","*",NA,NA,NA,2013-04-13,"001308_0,001307_0",24
57232,4,13,2013,416,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,51,"000534",NA,"001309","*",NA,"000533, 001147",NA,2013-04-13,"000534_0,001309_0,000533_0,001147_0",25
57233,4,13,2013,416,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,33,34,"001310","*","001311","*",NA,NA,NA,2013-04-13,"001310_0,001311_0",26
57234,4,13,2013,416,17,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,55,"000448",NA,"000447",NA,NA,NA,NA,2013-04-13,"000448_0,000447_0",1
57275,4,14,2013,416,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,NA,"001318","*","001397","*",NA,"001319","E",2013-04-14,"001318_0,001397_0,001319_0",27
57276,4,14,2013,416,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,38,"001036",NA,"001037",NA,NA,NA,NA,2013-04-14,"001036_0,001037_0",10
57278,4,14,2013,416,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,26,"001321","*","001320","*",NA,NA,NA,2013-04-14,"001321_0,001320_0",28
57279,4,14,2013,416,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,41,"000565",NA,"000585",NA,NA,NA,NA,2013-04-14,"000565_0,000585_0",8
57283,4,14,2013,416,4,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,46,"000566",NA,"001174",NA,NA,"000567",NA,2013-04-14,"000566_0,001174_0,000567_0",9
57284,4,14,2013,416,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,38,48,"000396",NA,"001322","*",NA,"000395, 000255, 001110",NA,2013-04-14,"000396_0,001322_0,000395_0,000255_0,001110_0",29
57298,4,14,2013,416,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,46,"000527",NA,"000528",NA,NA,NA,NA,2013-04-14,"000527_0,000528_0",11
57299,4,14,2013,416,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,46,"001041",NA,"001042",NA,NA,NA,NA,2013-04-14,"001041_0,001042_0",16
57300,4,14,2013,416,11,"DM","F",NA,NA,NA,NA,NA,"B",NA,36,44,"000572",NA,"001040",NA,NA,"000571",NA,2013-04-14,"000572_0,001040_0,000571_0",12
57335,4,14,2013,416,14,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,37,"001329","*","001330","*",NA,NA,NA,2013-04-14,"001329_0,001330_0",30
57337,4,14,2013,416,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,46,"000180",NA,"000181",NA,NA,NA,NA,2013-04-14,"000180_0,000181_0",18
57338,4,14,2013,416,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,35,"001331","*","001332","*",NA,NA,NA,2013-04-14,"001331_0,001332_0",31
57339,4,14,2013,416,14,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,35,"001333","*","001334","*",NA,NA,NA,2013-04-14,"001333_0,001334_0",32
57340,4,14,2013,416,14,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,48,"001195",NA,"001185",NA,NA,NA,NA,2013-04-14,"001195_0,001185_0",20
57404,5,11,2013,417,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,45,"000509",NA,"000508",NA,NA,NA,NA,2013-05-11,"000509_0,000508_0",2
57409,5,11,2013,417,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,38,"001310",NA,"001311",NA,NA,NA,NA,2013-05-11,"001310_0,001311_0",26
57410,5,11,2013,417,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,46,"000266",NA,"000404",NA,NA,NA,NA,2013-05-11,"000266_0,000404_0",7
57414,5,11,2013,417,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,37,44,"001096",NA,"001097",NA,NA,NA,NA,2013-05-11,"001096_0,001097_0",21
57415,5,11,2013,417,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,40,"001344","*","001343","*",NA,NA,NA,2013-05-11,"001344_0,001343_0",33
57459,5,12,2013,417,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,37,45,"000396",NA,"001322",NA,NA,NA,NA,2013-05-12,"000396_0,001322_0",29
57460,5,12,2013,417,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,34,"001318",NA,"001397","*",NA,"001319",NA,2013-05-12,"001318_0,001397_0,001319_0",27
57461,5,12,2013,417,4,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,48,"001080",NA,"001081",NA,NA,NA,NA,2013-05-12,"001080_0,001081_0",34
57463,5,12,2013,417,4,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,42,"001036",NA,"001037",NA,NA,NA,NA,2013-05-12,"001036_0,001037_0",10
57475,5,12,2013,417,4,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,42,"000566",NA,"001174",NA,NA,"000567",NA,2013-05-12,"000566_0,001174_0,000567_0",9
57479,5,12,2013,417,11,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,44,"000572",NA,"001040",NA,NA,"000571",NA,2013-05-12,"000572_0,001040_0,000571_0",12
57480,5,12,2013,417,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,47,"000527",NA,"000528",NA,NA,NA,NA,2013-05-12,"000527_0,000528_0",11
57484,5,12,2013,417,11,"DM","M",NA,NA,"M",NA,NA,NA,NA,34,29,"001371","*","001388","*",NA,"001370",NA,2013-05-12,"001371_0,001388_0,001370_0",35
57485,5,12,2013,417,11,"DM","M",NA,NA,"M",NA,NA,NA,NA,35,29,"001557","*","001762","*","001369","001368, 001986",NA,2013-05-12,"001557_0,001762_0,001369_0,001368_0,001986_0",36
57488,5,12,2013,417,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,53,"000253",NA,"000252",NA,NA,NA,NA,2013-05-12,"000253_0,000252_0",15
57520,5,12,2013,417,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,49,"001353","*","001749",NA,"000673","000672, 001237, 001498, 001575, 001511, 001629",NA,2013-05-12,"001353_0,001749_0,000673_0,000672_0,001237_0,001498_0,001575_0,001511_0,001629_0",17
57522,5,12,2013,417,14,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,40,"001329",NA,"001330",NA,NA,NA,NA,2013-05-12,"001329_0,001330_0",30
57523,5,12,2013,417,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,43,"001333",NA,"001334",NA,NA,NA,NA,2013-05-12,"001333_0,001334_0",32
57526,5,12,2013,417,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,46,"001195",NA,"001185",NA,NA,NA,NA,2013-05-12,"001195_0,001185_0",20
57528,5,12,2013,417,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,37,"001331",NA,"001332",NA,NA,NA,NA,2013-05-12,"001331_0,001332_0",31
57529,5,12,2013,417,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,51,"001354","*","001355","*",NA,NA,NA,2013-05-12,"001354_0,001355_0",37
57532,5,12,2013,417,14,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,48,"000180",NA,"000181",NA,NA,NA,NA,2013-05-12,"000180_0,000181_0",18
57607,7,6,2013,418,17,"DM","M",NA,NA,"M",NA,NA,NA,NA,35,43,"001310",NA,"001311",NA,NA,NA,NA,2013-07-06,"001310_0,001311_0",26
57611,7,6,2013,418,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,43,"001394","*","001359","*",NA,NA,NA,2013-07-06,"001394_0,001359_0",38
57613,7,6,2013,418,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,33,35,"001393","*","001392","*",NA,NA,NA,2013-07-06,"001393_0,001392_0",39
57675,7,7,2013,418,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,40,"000565",NA,"000585",NA,NA,NA,NA,2013-07-07,"000565_0,000585_0",8
57679,7,7,2013,418,4,"DM","F",NA,NA,NA,NA,NA,"R",NA,35,41,"001036",NA,"001037",NA,NA,NA,NA,2013-07-07,"001036_0,001037_0",10
57680,7,7,2013,418,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,38,"001318",NA,"001397",NA,NA,NA,NA,2013-07-07,"001318_0,001397_0",27
57683,7,7,2013,418,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,38,51,"001386","*","001385","*",NA,NA,NA,2013-07-07,"001386_0,001385_0",40
57696,7,7,2013,418,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,45,"000527",NA,"000528",NA,NA,NA,NA,2013-07-07,"000527_0,000528_0",11
57697,7,7,2013,418,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,48,"001041",NA,"001042",NA,NA,NA,NA,2013-07-07,"001041_0,001042_0",16
57698,7,7,2013,418,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,54,"000253",NA,"000252",NA,NA,NA,NA,2013-07-07,"000253_0,000252_0",15
57699,7,7,2013,418,11,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,39,"000572",NA,"001040",NA,NA,"000571",NA,2013-07-07,"000572_0,001040_0,000571_0",12
57701,7,7,2013,418,11,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,36,"001557",NA,"001762",NA,"001369","001368, 001986",NA,2013-07-07,"001557_0,001762_0,001369_0,001368_0,001986_0",36
57738,7,7,2013,418,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,43,"001333",NA,"001334",NA,NA,NA,NA,2013-07-07,"001333_0,001334_0",32
57739,7,7,2013,418,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,33,57,"001354",NA,"001355",NA,NA,NA,NA,2013-07-07,"001354_0,001355_0",37
57741,7,7,2013,418,14,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,37,"001380","*","001379","*",NA,NA,NA,2013-07-07,"001380_0,001379_0",41
57744,7,7,2013,418,14,"DM","F",NA,NA,NA,NA,NA,"R",NA,33,43,"000180",NA,"000181",NA,NA,NA,NA,2013-07-07,"000180_0,000181_0",18
57746,7,7,2013,418,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,30,37,"001381","*","001382","*",NA,NA,NA,2013-07-07,"001381_0,001382_0",42
57747,7,7,2013,418,14,"DM","F",NA,NA,NA,"S",NA,NA,NA,28,37,"000539",NA,"001151",NA,NA,"000540, 001052",NA,2013-07-07,"000539_0,001151_0,000540_0,001052_0",43
57748,7,7,2013,418,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,30,48,"001195",NA,"001185",NA,NA,NA,NA,2013-07-07,"001195_0,001185_0",20
57771,9,15,2013,419,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,44,"001469","*","001256","*","001257",NA,NA,2013-09-15,"001469_0,001256_0,001257_0",44
57774,9,15,2013,419,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,32,25,"001258","*","001259","*",NA,NA,NA,2013-09-15,"001258_0,001259_0",45
57775,9,15,2013,419,11,"DM","M",NA,"Z",NA,NA,NA,NA,NA,33,25,"001261","*","001260","*",NA,NA,NA,2013-09-15,"001261_0,001260_0",46
57776,9,15,2013,419,11,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,43,"001331",NA,"001332",NA,NA,NA,NA,2013-09-15,"001331_0,001332_0",31
57777,9,15,2013,419,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,43,"B7174B","*","001262","*","001263, 001979, 001656","001262",NA,2013-09-15,"B7174B_0,001262_0,001263_0,001979_0,001656_0,001262_0",47
57779,9,15,2013,419,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,34,44,"001265","*","001264","*",NA,NA,NA,2013-09-15,"001265_0,001264_0",48
57821,9,15,2013,419,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,52,"001353","*","001749","*","000673","000672, 001237, 001498, 001575, 001511, 001629",NA,2013-09-15,"001353_0,001749_0,000673_0,000672_0,001237_0,001498_0,001575_0,001511_0,001629_0",17
57823,9,15,2013,419,14,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,47,"001518","*","001747","*","001200","001236",NA,2013-09-15,"001518_0,001747_0,001200_0,001236_0",49
57879,9,14,2013,419,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,33,46,"000509",NA,"000508",NA,NA,NA,NA,2013-09-14,"000509_0,000508_0",2
57880,9,14,2013,419,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,32,24,"001290","*","001289","*",NA,NA,NA,2013-09-14,"001290_0,001289_0",50
57883,9,14,2013,419,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,46,"001221","*","001292","*","001291",NA,NA,2013-09-14,"001221_0,001292_0,001291_0",51
57884,9,14,2013,419,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,44,"001294","*","001505","*",NA,"001295, 001972",NA,2013-09-14,"001294_0,001505_0,001295_0,001972_0",52
57885,9,14,2013,419,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,37,48,"001394",NA,"001359",NA,NA,NA,NA,2013-09-14,"001394_0,001359_0",38
57886,9,14,2013,419,17,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,51,"001310",NA,"001311",NA,NA,NA,NA,2013-09-14,"001310_0,001311_0",26
57889,9,14,2013,419,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,32,24,"001296","*","001297","*",NA,NA,NA,2013-09-14,"001296_0,001297_0",53
57942,9,15,2013,419,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,47,"001753","*","001555","*","001227","001474",NA,2013-09-15,"001753_0,001555_0,001227_0,001474_0",54
57948,9,15,2013,419,4,"DM","M",NA,NA,"M",NA,NA,NA,NA,35,37,"001229","*","001228","*",NA,NA,NA,2013-09-15,"001229_0,001228_0",55
57951,9,15,2013,419,4,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,47,"001318",NA,"001397",NA,NA,NA,NA,2013-09-15,"001318_0,001397_0",27
57953,9,15,2013,419,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,45,"000565",NA,"000585",NA,NA,NA,NA,2013-09-15,"000565_0,000585_0",8
58008,11,2,2013,420,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,46,"001310",NA,"001311",NA,NA,NA,NA,2013-11-02,"001310_0,001311_0",26
58009,11,2,2013,420,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,49,"001294",NA,"001505",NA,NA,"001295, 001972",NA,2013-11-02,"001294_0,001505_0,001295_0,001972_0",52
58011,11,2,2013,420,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,52,"001394",NA,"001359",NA,NA,NA,NA,2013-11-02,"001394_0,001359_0",38
58012,11,2,2013,420,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,45,"000509",NA,"000508",NA,NA,NA,NA,2013-11-02,"000509_0,000508_0",2
58014,11,2,2013,420,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,37,46,"001221","*","001292",NA,"001291",NA,NA,2013-11-02,"001221_0,001292_0,001291_0",51
58056,11,3,2013,420,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,37,49,"001753",NA,"001555","*","001227","001474",NA,2013-11-03,"001753_0,001555_0,001227_0,001474_0",54
58057,11,3,2013,420,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,41,"001473","*","001472","*",NA,NA,NA,2013-11-03,"001473_0,001472_0",56
58064,11,3,2013,420,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,41,"001229",NA,"001228",NA,NA,NA,NA,2013-11-03,"001229_0,001228_0",55
58073,11,3,2013,420,11,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,47,"001265",NA,"001264",NA,NA,NA,NA,2013-11-03,"001265_0,001264_0",48
58074,11,3,2013,420,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,50,"001469","*","001256",NA,"001257",NA,NA,2013-11-03,"001469_0,001256_0,001257_0",44
58077,11,3,2013,420,11,"DM","M",NA,"Z",NA,NA,NA,NA,NA,34,41,"001557",NA,"001762",NA,"001369","001368, 001986",NA,2013-11-03,"001557_0,001762_0,001369_0,001368_0,001986_0",36
58078,11,3,2013,420,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,45,"B7174B","*","001262",NA,"001263, 001979, 001656","001262",NA,2013-11-03,"B7174B_0,001262_0,001263_0,001979_0,001656_0,001262_0",47
58113,11,3,2013,420,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,37,49,"001518",NA,"001747",NA,"001200","001236",NA,2013-11-03,"001518_0,001747_0,001200_0,001236_0",49
58114,11,3,2013,420,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,46,"001576","*","001476","*","001475",NA,NA,2013-11-03,"001576_0,001476_0,001475_0",57
58115,11,3,2013,420,14,"DM","M",NA,NA,"R",NA,NA,NA,NA,38,52,"001353",NA,"001749","*","000673","000672, 001237, 001498, 001575, 001511, 001629",NA,2013-11-03,"001353_0,001749_0,000673_0,000672_0,001237_0,001498_0,001575_0,001511_0,001629_0",17
58116,11,3,2013,420,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,43,"001477","*","001478","*",NA,NA,NA,2013-11-03,"001477_0,001478_0",58
58162,12,29,2013,421,17,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,48,"001310",NA,"001311",NA,NA,NA,NA,2013-12-29,"001310_0,001311_0",26
58163,12,29,2013,421,17,"DM","M",NA,"Z",NA,NA,NA,NA,NA,34,48,"001294",NA,"001505",NA,NA,"001295, 001972",NA,2013-12-29,"001294_0,001505_0,001295_0,001972_0",52
58164,12,29,2013,421,17,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,49,"000509",NA,"000508",NA,NA,NA,NA,2013-12-29,"000509_0,000508_0",2
58165,12,29,2013,421,17,"DM","M",NA,NA,"M",NA,NA,NA,NA,37,47,"001394",NA,"001359",NA,NA,NA,"D",2013-12-29,"001394_0,001359_0",38
58182,12,30,2013,421,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,44,"001229",NA,"001228",NA,NA,NA,NA,2013-12-30,"001229_0,001228_0",55
58183,12,30,2013,421,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,42,"001473",NA,"001472",NA,NA,NA,"D",2013-12-30,"001473_0,001472_0",56
58184,12,30,2013,421,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,53,"001753",NA,"001555",NA,"001227","001474",NA,2013-12-30,"001753_0,001555_0,001227_0,001474_0",54
58185,12,30,2013,421,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,24,"001494","*","001493","*",NA,NA,NA,2013-12-30,"001494_0,001493_0",59
58186,12,30,2013,421,11,"DM","M",NA,"Z",NA,NA,NA,NA,NA,35,48,"001265",NA,"001264",NA,NA,NA,NA,2013-12-30,"001265_0,001264_0",48
58187,12,30,2013,421,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,33,43,"001469",NA,"001256",NA,NA,NA,NA,2013-12-30,"001469_0,001256_0",44
58189,12,30,2013,421,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,23,"001491","*","001492","*",NA,NA,NA,2013-12-30,"001491_0,001492_0",60
58192,12,30,2013,421,11,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,35,"001488","*","001487","*",NA,NA,NA,2013-12-30,"001488_0,001487_0",61
58193,12,30,2013,421,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,46,"001557",NA,"001762",NA,"001369","001368, 001986",NA,2013-12-30,"001557_0,001762_0,001369_0,001368_0,001986_0",36
58213,12,30,2013,421,14,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,46,"001413","*","001414","*",NA,NA,NA,2013-12-30,"001413_0,001414_0",62
58214,12,30,2013,421,14,"DM","F",NA,NA,NA,"B",NA,"R",NA,36,50,"001518",NA,"001747",NA,"001200","001236",NA,2013-12-30,"001518_0,001747_0,001200_0,001236_0",49
58215,12,30,2013,421,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,33,39,"001415","*","001416","*",NA,NA,NA,2013-12-30,"001415_0,001416_0",63
58216,12,30,2013,421,14,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,52,"001353",NA,"001749",NA,"000673","000672, 001237, 001498, 001575, 001511, 001629",NA,2013-12-30,"001353_0,001749_0,000673_0,000672_0,001237_0,001498_0,001575_0,001511_0,001629_0",17
58217,12,30,2013,421,14,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,50,"001417","*","001418","*",NA,NA,NA,2013-12-30,"001417_0,001418_0",64
58218,12,30,2013,421,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,34,25,"001419","*","001420","*",NA,NA,NA,2013-12-30,"001419_0,001420_0",65
58219,12,30,2013,421,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,33,NA,"001576",NA,"001476",NA,"001475",NA,"E",2013-12-30,"001576_0,001476_0,001475_0",57
58220,12,30,2013,421,14,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,28,"001422","*","001421","*",NA,NA,NA,2013-12-30,"001422_0,001421_0",66
58252,2,2,2014,422,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,36,41,"001997","*","001937","*",NA,NA,NA,2014-02-02,"001997_0,001937_0",67
58253,2,2,2014,422,4,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,52,"001938","*","001936","*",NA,NA,NA,2014-02-02,"001938_0,001936_0",68
58254,2,2,2014,422,4,"DM","F",NA,"Z",NA,NA,NA,NA,NA,35,40,"001935","*","001554","*",NA,"001934",NA,2014-02-02,"001935_0,001554_0,001934_0",69
58255,2,2,2014,422,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,37,49,"001649","*","001932","*","001933",NA,NA,2014-02-02,"001649_0,001932_0,001933_0",70
58256,2,2,2014,422,4,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,44,"001229",NA,"001228",NA,NA,NA,NA,2014-02-02,"001229_0,001228_0",55
58260,2,2,2014,422,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,46,"001261",NA,"001260",NA,NA,NA,NA,2014-02-02,"001261_0,001260_0",46
58261,2,2,2014,422,11,"DM","M",NA,"Z",NA,NA,NA,NA,NA,36,48,"001825","*","001921","*","001920, 001582, 001723",NA,NA,2014-02-02,"001825_0,001921_0,001920_0,001582_0,001723_0",71
58262,2,2,2014,422,11,"DM","F",NA,NA,NA,"S",NA,NA,NA,33,30,"001491",NA,"001492",NA,NA,NA,NA,2014-02-02,"001491_0,001492_0",60
