"","S","p","Psi","model","npar","AICc","DeltaAICc","weight","Deviance"
"1","~1","~1","~1","S(~1)p(~1)Psi(~1)",3,91.6709051034483,0,0.745463701949749,53.206797
"3","~-1 + stratum","~1","~1","S(~-1 + stratum)p(~1)Psi(~1)",5,94.0086665714286,2.33776146798029,0.231626395518468,50.886923
"2","~1","~1","~-1 + stratum:tostratum","S(~1)p(~1)Psi(~-1 + stratum:tostratum)",8,99.9148831320755,8.2439780286272,0.0120856334520309,49.147587
"4","~-1 + stratum","~1","~-1 + stratum:tostratum","S(~-1 + stratum)p(~1)Psi(~-1 + stratum:tostratum)",10,100.135336490196,8.4644313867478,0.0108242690797526,43.771295
