"","S","p","Psi","model","npar","AICc","DeltaAICc","weight","Deviance"
"4","~-1 + stratum","~1","~-1 + stratum:tostratum","S(~-1 + stratum)p(~1)Psi(~-1 + stratum:tostratum)",10,3849.1856177888,0,0.443401344537598,3150.0409
"3","~-1 + stratum","~1","~1","S(~-1 + stratum)p(~1)Psi(~1)",5,3849.81707288136,0.631455092553551,0.323354027460506,3160.7859
"2","~1","~1","~-1 + stratum:tostratum","S(~1)p(~1)Psi(~-1 + stratum:tostratum)",8,3851.67081082803,2.48519303922376,0.127980615353636,3156.5801
"1","~1","~1","~1","S(~1)p(~1)Psi(~1)",3,3852.06162524683,2.87600745802411,0.10526401264826,3167.0559
